"","Plot_ID","Species","sample_yr","BudScars","value","Visit"
"45","PWR1400103","PIPJ",2014,2,3,"initial"
"46","PWR1400103","PIPJ",2014,3,2,"initial"
"47","PWR1400103","PIPJ",2014,3,2,"initial"
"48","PWR1400103","PIPJ",2014,4,2,"initial"
"49","PWR1400103","PIPJ",2014,4,2,"initial"
"50","PWR1400103","PIPJ",2014,6,1,"initial"
"51","PWR1400065","PIPJ",2014,0,1,"initial"
"52","PWR1400065","PIPJ",2014,3,1,"initial"
"53","PWR1400065","PIPJ",2014,4,1,"initial"
"54","PWR1400223","PIPJ",2014,0,1,"initial"
"55","PWR1400223","PIPJ",2014,1,1,"initial"
"56","PWR1400222","PIPJ",2014,3,1,"initial"
"57","PWR1400093","QUKE",2014,9,1,"initial"
"58","SHR004","PINUS",2009,0,12,"initial"
"59","SHR004","PINUS",2009,0,12,"initial"
"60","SHR004","PINUS",2009,0,12,"initial"
"61","SHR004","PINUS",2009,0,12,"initial"
"62","SHR004","PINUS",2009,0,12,"initial"
"63","SHR004","PINUS",2009,0,12,"initial"
"64","SHR004","PINUS",2009,0,12,"initial"
"65","SHR004","PINUS",2009,0,12,"initial"
"66","SHR004","PINUS",2009,0,12,"initial"
"67","SHR004","PINUS",2009,0,12,"initial"
"68","SHR004","PINUS",2009,0,12,"initial"
"69","SHR004","PINUS",2009,0,12,"initial"
"70","SHR009","PINUS",2009,0,67,"initial"
"71","SHR009","PINUS",2009,0,67,"initial"
"72","SHR009","PINUS",2009,0,67,"initial"
"73","SHR009","PINUS",2009,0,67,"initial"
"74","SHR009","PINUS",2009,0,67,"initial"
"75","SHR009","PINUS",2009,0,67,"initial"
"76","SHR009","PINUS",2009,0,67,"initial"
"77","SHR009","PINUS",2009,0,67,"initial"
"78","SHR009","PINUS",2009,0,67,"initial"
"79","SHR009","PINUS",2009,0,67,"initial"
"80","SHR009","PINUS",2009,0,67,"initial"
"81","SHR009","PINUS",2009,0,67,"initial"
"82","SHR009","PINUS",2009,0,67,"initial"
"83","SHR009","PINUS",2009,0,67,"initial"
"84","SHR009","PINUS",2009,0,67,"initial"
"85","SHR009","PINUS",2009,0,67,"initial"
"86","SHR009","PINUS",2009,0,67,"initial"
"87","SHR009","PINUS",2009,0,67,"initial"
"88","SHR009","PINUS",2009,0,67,"initial"
"89","SHR009","PINUS",2009,0,67,"initial"
"90","SHR009","PINUS",2009,0,67,"initial"
"91","SHR009","PINUS",2009,0,67,"initial"
"92","SHR009","PINUS",2009,0,67,"initial"
"93","SHR009","PINUS",2009,0,67,"initial"
"94","SHR009","PINUS",2009,0,67,"initial"
"95","SHR009","PINUS",2009,0,67,"initial"
"96","SHR009","PINUS",2009,0,67,"initial"
"97","SHR009","PINUS",2009,0,67,"initial"
"98","SHR009","PINUS",2009,0,67,"initial"
"99","SHR009","PINUS",2009,0,67,"initial"
"100","SHR009","PINUS",2009,0,67,"initial"
"101","SHR009","PINUS",2009,0,67,"initial"
"102","SHR009","PINUS",2009,0,67,"initial"
"103","SHR009","PINUS",2009,0,67,"initial"
"104","SHR009","PINUS",2009,0,67,"initial"
"105","SHR009","PINUS",2009,0,67,"initial"
"106","SHR009","PINUS",2009,0,67,"initial"
"107","SHR009","PINUS",2009,0,67,"initial"
"108","SHR009","PINUS",2009,0,67,"initial"
"109","SHR009","PINUS",2009,0,67,"initial"
"110","SHR009","PINUS",2009,0,67,"initial"
"111","SHR009","PINUS",2009,0,67,"initial"
"112","SHR009","PINUS",2009,0,67,"initial"
"113","SHR009","PINUS",2009,0,67,"initial"
"114","SHR009","PINUS",2009,0,67,"initial"
"115","SHR009","PINUS",2009,0,67,"initial"
"116","SHR009","PINUS",2009,0,67,"initial"
"117","SHR009","PINUS",2009,0,67,"initial"
"118","SHR009","PINUS",2009,0,67,"initial"
"119","SHR009","PINUS",2009,0,67,"initial"
"120","SHR009","PINUS",2009,0,67,"initial"
"121","SHR009","PINUS",2009,0,67,"initial"
"122","SHR009","PINUS",2009,0,67,"initial"
"123","SHR009","PINUS",2009,0,67,"initial"
"124","SHR009","PINUS",2009,0,67,"initial"
"125","SHR009","PINUS",2009,0,67,"initial"
"126","SHR009","PINUS",2009,0,67,"initial"
"127","SHR009","PINUS",2009,0,67,"initial"
"128","SHR009","PINUS",2009,0,67,"initial"
"129","SHR009","PINUS",2009,0,67,"initial"
"130","SHR009","PINUS",2009,0,67,"initial"
"131","SHR009","PINUS",2009,0,67,"initial"
"132","SHR009","PINUS",2009,0,67,"initial"
"133","SHR009","PINUS",2009,0,67,"initial"
"134","SHR009","PINUS",2009,0,67,"initial"
"135","SHR009","PINUS",2009,0,67,"initial"
"136","SHR009","PINUS",2009,0,67,"initial"
"137","GON006","ABCO",2008,2,14,"initial"
"138","GON006","ABCO",2008,2,14,"initial"
"139","GON006","ABCO",2008,2,14,"initial"
"140","GON006","ABCO",2008,2,14,"initial"
"141","GON006","ABCO",2008,2,14,"initial"
"142","GON006","ABCO",2008,2,14,"initial"
"143","GON006","ABCO",2008,2,14,"initial"
"144","GON006","ABCO",2008,2,14,"initial"
"145","GON006","ABCO",2008,2,14,"initial"
"146","GON006","ABCO",2008,2,14,"initial"
"147","GON006","ABCO",2008,2,14,"initial"
"148","GON006","ABCO",2008,2,14,"initial"
"149","GON006","ABCO",2008,2,14,"initial"
"150","GON006","ABCO",2008,2,14,"initial"
"151","GON006","PIPJ",2008,2,2,"initial"
"152","GON006","PIPJ",2008,2,2,"initial"
"153","GON007","PIPJ",2008,5,7,"initial"
"154","GON007","PIPJ",2008,5,7,"initial"
"155","GON007","PIPJ",2008,5,7,"initial"
"156","GON007","PIPJ",2008,5,7,"initial"
"157","GON007","PIPJ",2008,5,7,"initial"
"158","GON007","PIPJ",2008,5,7,"initial"
"159","GON007","PIPJ",2008,5,7,"initial"
"160","GON020","ABMA",2008,5,1,"initial"
"161","GON020","PIPJ",2008,1,1,"initial"
"162","GON022","ABCO",2008,5,13,"initial"
"163","GON022","ABCO",2008,5,13,"initial"
"164","GON022","ABCO",2008,5,13,"initial"
"165","GON022","ABCO",2008,5,13,"initial"
"166","GON022","ABCO",2008,5,13,"initial"
"167","GON022","ABCO",2008,5,13,"initial"
"168","GON022","ABCO",2008,5,13,"initial"
"169","GON022","ABCO",2008,5,13,"initial"
"170","GON022","ABCO",2008,5,13,"initial"
"171","GON022","ABCO",2008,5,13,"initial"
"172","GON022","ABCO",2008,5,13,"initial"
"173","GON022","ABCO",2008,5,13,"initial"
"174","GON022","ABCO",2008,5,13,"initial"
"175","GON022","ABMA",2008,3,3,"initial"
"176","GON022","ABMA",2008,3,3,"initial"
"177","GON022","ABMA",2008,3,3,"initial"
"178","GON022","PIPJ",2008,3,1,"initial"
"179","GON027","ABMA",2008,4,3,"initial"
"180","GON027","ABMA",2008,4,3,"initial"
"181","GON027","ABMA",2008,4,3,"initial"
"182","GON043","ABMA",2008,5,20,"initial"
"183","GON043","ABMA",2008,5,20,"initial"
"184","GON043","ABMA",2008,5,20,"initial"
"185","GON043","ABMA",2008,5,20,"initial"
"186","GON043","ABMA",2008,5,20,"initial"
"187","GON043","ABMA",2008,5,20,"initial"
"188","GON043","ABMA",2008,5,20,"initial"
"189","GON043","ABMA",2008,5,20,"initial"
"190","GON043","ABMA",2008,5,20,"initial"
"191","GON043","ABMA",2008,5,20,"initial"
"192","GON043","ABMA",2008,5,20,"initial"
"193","GON043","ABMA",2008,5,20,"initial"
"194","GON043","ABMA",2008,5,20,"initial"
"195","GON043","ABMA",2008,5,20,"initial"
"196","GON043","ABMA",2008,5,20,"initial"
"197","GON043","ABMA",2008,5,20,"initial"
"198","GON043","ABMA",2008,5,20,"initial"
"199","GON043","ABMA",2008,5,20,"initial"
"200","GON043","ABMA",2008,5,20,"initial"
"201","GON043","ABMA",2008,5,20,"initial"
"202","GON043","PIMO",2008,1,1,"initial"
"203","SHR004","PICO",2009,4,4,"initial"
"204","SHR004","PICO",2009,4,4,"initial"
"205","SHR004","PICO",2009,4,4,"initial"
"206","SHR004","PICO",2009,4,4,"initial"
"207","SHR008","ABCO",2009,6,32,"initial"
"208","SHR008","ABCO",2009,6,32,"initial"
"209","SHR008","ABCO",2009,6,32,"initial"
"210","SHR008","ABCO",2009,6,32,"initial"
"211","SHR008","ABCO",2009,6,32,"initial"
"212","SHR008","ABCO",2009,6,32,"initial"
"213","SHR008","ABCO",2009,6,32,"initial"
"214","SHR008","ABCO",2009,6,32,"initial"
"215","SHR008","ABCO",2009,6,32,"initial"
"216","SHR008","ABCO",2009,6,32,"initial"
"217","SHR008","ABCO",2009,6,32,"initial"
"218","SHR008","ABCO",2009,6,32,"initial"
"219","SHR008","ABCO",2009,6,32,"initial"
"220","SHR008","ABCO",2009,6,32,"initial"
"221","SHR008","ABCO",2009,6,32,"initial"
"222","SHR008","ABCO",2009,6,32,"initial"
"223","SHR008","ABCO",2009,6,32,"initial"
"224","SHR008","ABCO",2009,6,32,"initial"
"225","SHR008","ABCO",2009,6,32,"initial"
"226","SHR008","ABCO",2009,6,32,"initial"
"227","SHR008","ABCO",2009,6,32,"initial"
"228","SHR008","ABCO",2009,6,32,"initial"
"229","SHR008","ABCO",2009,6,32,"initial"
"230","SHR008","ABCO",2009,6,32,"initial"
"231","SHR008","ABCO",2009,6,32,"initial"
"232","SHR008","ABCO",2009,6,32,"initial"
"233","SHR008","ABCO",2009,6,32,"initial"
"234","SHR008","ABCO",2009,6,32,"initial"
"235","SHR008","ABCO",2009,6,32,"initial"
"236","SHR008","ABCO",2009,6,32,"initial"
"237","SHR008","ABCO",2009,6,32,"initial"
"238","SHR008","ABCO",2009,6,32,"initial"
"239","SHR009","PICO",2009,5,7,"initial"
"240","SHR009","PICO",2009,5,7,"initial"
"241","SHR009","PICO",2009,5,7,"initial"
"242","SHR009","PICO",2009,5,7,"initial"
"243","SHR009","PICO",2009,5,7,"initial"
"244","SHR009","PICO",2009,5,7,"initial"
"245","SHR009","PICO",2009,5,7,"initial"
"246","SHR008","ABMA",2009,6,1,"initial"
"247","SHR008","PIPJ",2009,2,1,"initial"
"248","SHR004","ABCO",2009,5,58,"initial"
"249","SHR004","ABCO",2009,5,58,"initial"
"250","SHR004","ABCO",2009,5,58,"initial"
"251","SHR004","ABCO",2009,5,58,"initial"
"252","SHR004","ABCO",2009,5,58,"initial"
"253","SHR004","ABCO",2009,5,58,"initial"
"254","SHR004","ABCO",2009,5,58,"initial"
"255","SHR004","ABCO",2009,5,58,"initial"
"256","SHR004","ABCO",2009,5,58,"initial"
"257","SHR004","ABCO",2009,5,58,"initial"
"258","SHR004","ABCO",2009,5,58,"initial"
"259","SHR004","ABCO",2009,5,58,"initial"
"260","SHR004","ABCO",2009,5,58,"initial"
"261","SHR004","ABCO",2009,5,58,"initial"
"262","SHR004","ABCO",2009,5,58,"initial"
"263","SHR004","ABCO",2009,5,58,"initial"
"264","SHR004","ABCO",2009,5,58,"initial"
"265","SHR004","ABCO",2009,5,58,"initial"
"266","SHR004","ABCO",2009,5,58,"initial"
"267","SHR004","ABCO",2009,5,58,"initial"
"268","SHR004","ABCO",2009,5,58,"initial"
"269","SHR004","ABCO",2009,5,58,"initial"
"270","SHR004","ABCO",2009,5,58,"initial"
"271","SHR004","ABCO",2009,5,58,"initial"
"272","SHR004","ABCO",2009,5,58,"initial"
"273","SHR004","ABCO",2009,5,58,"initial"
"274","SHR004","ABCO",2009,5,58,"initial"
"275","SHR004","ABCO",2009,5,58,"initial"
"276","SHR004","ABCO",2009,5,58,"initial"
"277","SHR004","ABCO",2009,5,58,"initial"
"278","SHR004","ABCO",2009,5,58,"initial"
"279","SHR004","ABCO",2009,5,58,"initial"
"280","SHR004","ABCO",2009,5,58,"initial"
"281","SHR004","ABCO",2009,5,58,"initial"
"282","SHR004","ABCO",2009,5,58,"initial"
"283","SHR004","ABCO",2009,5,58,"initial"
"284","SHR004","ABCO",2009,5,58,"initial"
"285","SHR004","ABCO",2009,5,58,"initial"
"286","SHR004","ABCO",2009,5,58,"initial"
"287","SHR004","ABCO",2009,5,58,"initial"
"288","SHR004","ABCO",2009,5,58,"initial"
"289","SHR004","ABCO",2009,5,58,"initial"
"290","SHR004","ABCO",2009,5,58,"initial"
"291","SHR004","ABCO",2009,5,58,"initial"
"292","SHR004","ABCO",2009,5,58,"initial"
"293","SHR004","ABCO",2009,5,58,"initial"
"294","SHR004","ABCO",2009,5,58,"initial"
"295","SHR004","ABCO",2009,5,58,"initial"
"296","SHR004","ABCO",2009,5,58,"initial"
"297","SHR004","ABCO",2009,5,58,"initial"
"298","SHR004","ABCO",2009,5,58,"initial"
"299","SHR004","ABCO",2009,5,58,"initial"
"300","SHR004","ABCO",2009,5,58,"initial"
"301","SHR004","ABCO",2009,5,58,"initial"
"302","SHR004","ABCO",2009,5,58,"initial"
"303","SHR004","ABCO",2009,5,58,"initial"
"304","SHR004","ABCO",2009,5,58,"initial"
"305","SHR004","ABCO",2009,5,58,"initial"
"306","SHR004","PIMO",2009,4,2,"initial"
"307","SHR004","PIMO",2009,4,2,"initial"
"308","SHR001","PIPJ",2009,4,10,"initial"
"309","SHR001","PIPJ",2009,4,10,"initial"
"310","SHR001","PIPJ",2009,4,10,"initial"
"311","SHR001","PIPJ",2009,4,10,"initial"
"312","SHR001","PIPJ",2009,4,10,"initial"
"313","SHR001","PIPJ",2009,4,10,"initial"
"314","SHR001","PIPJ",2009,4,10,"initial"
"315","SHR001","PIPJ",2009,4,10,"initial"
"316","SHR001","PIPJ",2009,4,10,"initial"
"317","SHR001","PIPJ",2009,4,10,"initial"
"318","SHR001","ABCO",2009,4,35,"initial"
"319","SHR001","ABCO",2009,4,35,"initial"
"320","SHR001","ABCO",2009,4,35,"initial"
"321","SHR001","ABCO",2009,4,35,"initial"
"322","SHR001","ABCO",2009,4,35,"initial"
"323","SHR001","ABCO",2009,4,35,"initial"
"324","SHR001","ABCO",2009,4,35,"initial"
"325","SHR001","ABCO",2009,4,35,"initial"
"326","SHR001","ABCO",2009,4,35,"initial"
"327","SHR001","ABCO",2009,4,35,"initial"
"328","SHR001","ABCO",2009,4,35,"initial"
"329","SHR001","ABCO",2009,4,35,"initial"
"330","SHR001","ABCO",2009,4,35,"initial"
"331","SHR001","ABCO",2009,4,35,"initial"
"332","SHR001","ABCO",2009,4,35,"initial"
"333","SHR001","ABCO",2009,4,35,"initial"
"334","SHR001","ABCO",2009,4,35,"initial"
"335","SHR001","ABCO",2009,4,35,"initial"
"336","SHR001","ABCO",2009,4,35,"initial"
"337","SHR001","ABCO",2009,4,35,"initial"
"338","SHR001","ABCO",2009,4,35,"initial"
"339","SHR001","ABCO",2009,4,35,"initial"
"340","SHR001","ABCO",2009,4,35,"initial"
"341","SHR001","ABCO",2009,4,35,"initial"
"342","SHR001","ABCO",2009,4,35,"initial"
"343","SHR001","ABCO",2009,4,35,"initial"
"344","SHR001","ABCO",2009,4,35,"initial"
"345","SHR001","ABCO",2009,4,35,"initial"
"346","SHR001","ABCO",2009,4,35,"initial"
"347","SHR001","ABCO",2009,4,35,"initial"
"348","SHR001","ABCO",2009,4,35,"initial"
"349","SHR001","ABCO",2009,4,35,"initial"
"350","SHR001","ABCO",2009,4,35,"initial"
"351","SHR001","ABCO",2009,4,35,"initial"
"352","SHR001","ABCO",2009,4,35,"initial"
"353","SHR008","PINUS",2009,NA,1,"initial"
"354","SHR008","ABCO",2009,5,1,"initial"
"355","SHR003","PINUS",2009,0,2,"initial"
"356","SHR003","PINUS",2009,0,2,"initial"
"357","SHR012","ABIES",2009,0,1,"initial"
"358","SHR014","ABCO",2009,3,6,"initial"
"359","SHR014","ABCO",2009,3,6,"initial"
"360","SHR014","ABCO",2009,3,6,"initial"
"361","SHR014","ABCO",2009,3,6,"initial"
"362","SHR014","ABCO",2009,3,6,"initial"
"363","SHR014","ABCO",2009,3,6,"initial"
"364","SHR010","ABCO",2009,3,1,"initial"
"365","SHR005","PIPJ",2009,5,2,"initial"
"366","SHR005","PIPJ",2009,5,2,"initial"
"367","SHR012","PIPJ",2009,0,7,"initial"
"368","SHR012","PIPJ",2009,0,7,"initial"
"369","SHR012","PIPJ",2009,0,7,"initial"
"370","SHR012","PIPJ",2009,0,7,"initial"
"371","SHR012","PIPJ",2009,0,7,"initial"
"372","SHR012","PIPJ",2009,0,7,"initial"
"373","SHR012","PIPJ",2009,0,7,"initial"
"374","SHR014","PIPJ",2009,3,2,"initial"
"375","SHR014","PIPJ",2009,3,2,"initial"
"376","SHR005","ABCO",2009,2,7,"initial"
"377","SHR005","ABCO",2009,2,7,"initial"
"378","SHR005","ABCO",2009,2,7,"initial"
"379","SHR005","ABCO",2009,2,7,"initial"
"380","SHR005","ABCO",2009,2,7,"initial"
"381","SHR005","ABCO",2009,2,7,"initial"
"382","SHR005","ABCO",2009,2,7,"initial"
"383","SHR005","PICO",2009,2,1,"initial"
"384","PNP1000008","ARME",2010,2,3,"initial"
"385","PNP1000008","ARME",2010,2,3,"initial"
"386","PNP1000008","ARME",2010,2,3,"initial"
"387","PNP1000008","ARME",2010,3,2,"initial"
"388","PNP1000008","ARME",2010,3,2,"initial"
"389","PNP1000008","ARME",2010,4,4,"initial"
"390","PNP1000008","ARME",2010,4,4,"initial"
"391","PNP1000008","ARME",2010,4,4,"initial"
"392","PNP1000008","ARME",2010,4,4,"initial"
"393","PNP1000008","CONU",2010,0,10,"initial"
"394","PNP1000008","CONU",2010,0,10,"initial"
"395","PNP1000008","CONU",2010,0,10,"initial"
"396","PNP1000008","CONU",2010,0,10,"initial"
"397","PNP1000008","CONU",2010,0,10,"initial"
"398","PNP1000008","CONU",2010,0,10,"initial"
"399","PNP1000008","CONU",2010,0,10,"initial"
"400","PNP1000008","CONU",2010,0,10,"initial"
"401","PNP1000008","CONU",2010,0,10,"initial"
"402","PNP1000008","CONU",2010,0,10,"initial"
"403","PNP1000008","CONU",2010,1,1,"initial"
"404","PNP1000008","CONU",2010,2,1,"initial"
"405","PNP1000008","CONU",2010,3,1,"initial"
"406","PNP1000008","CONU",2010,4,1,"initial"
"407","PNP1000008","LIDE",2010,4,5,"initial"
"408","PNP1000008","LIDE",2010,4,5,"initial"
"409","PNP1000008","LIDE",2010,4,5,"initial"
"410","PNP1000008","LIDE",2010,4,5,"initial"
"411","PNP1000008","LIDE",2010,4,5,"initial"
"412","PNT1000008","CONU",2010,0,25,"initial"
"413","PNT1000008","CONU",2010,0,25,"initial"
"414","PNT1000008","CONU",2010,0,25,"initial"
"415","PNT1000008","CONU",2010,0,25,"initial"
"416","PNT1000008","CONU",2010,0,25,"initial"
"417","PNT1000008","CONU",2010,0,25,"initial"
"418","PNT1000008","CONU",2010,0,25,"initial"
"419","PNT1000008","CONU",2010,0,25,"initial"
"420","PNT1000008","CONU",2010,0,25,"initial"
"421","PNT1000008","CONU",2010,0,25,"initial"
"422","PNT1000008","CONU",2010,0,25,"initial"
"423","PNT1000008","CONU",2010,0,25,"initial"
"424","PNT1000008","CONU",2010,0,25,"initial"
"425","PNT1000008","CONU",2010,0,25,"initial"
"426","PNT1000008","CONU",2010,0,25,"initial"
"427","PNT1000008","CONU",2010,0,25,"initial"
"428","PNT1000008","CONU",2010,0,25,"initial"
"429","PNT1000008","CONU",2010,0,25,"initial"
"430","PNT1000008","CONU",2010,0,25,"initial"
"431","PNT1000008","CONU",2010,0,25,"initial"
"432","PNT1000008","CONU",2010,0,25,"initial"
"433","PNT1000008","CONU",2010,0,25,"initial"
"434","PNT1000008","CONU",2010,0,25,"initial"
"435","PNT1000008","CONU",2010,0,25,"initial"
"436","PNT1000008","CONU",2010,0,25,"initial"
"437","PNT1000008","CONU",2010,1,2,"initial"
"438","PNT1000008","CONU",2010,1,2,"initial"
"439","PNT1000008","CONU",2010,2,1,"initial"
"440","PNT1100077","ABCO",2011,0,1,"initial"
"441","PNT1100077","ABCO",2011,1,1,"initial"
"442","PNT1100077","ABCO",2011,3,1,"initial"
"443","PNT1100077","ABCO",2011,4,2,"initial"
"444","PNT1100077","ABCO",2011,4,2,"initial"
"445","PNT1100077","CADE",2011,1,1,"initial"
"446","PNT1100077","CADE",2011,2,2,"initial"
"447","PNT1100077","CADE",2011,2,2,"initial"
"448","PNT1100077","CADE",2011,3,2,"initial"
"449","PNT1100077","CADE",2011,3,2,"initial"
"450","PNT1100077","LIDE",2011,2,2,"initial"
"451","PNT1100077","LIDE",2011,2,2,"initial"
"452","PNT1100077","LIDE",2011,3,1,"initial"
"453","AMR1300423","CADE",2013,1,3,"initial"
"454","AMR1300423","CADE",2013,1,3,"initial"
"455","AMR1300423","CADE",2013,1,3,"initial"
"456","AMR1300423","PIPJ",2013,0,4,"initial"
"457","AMR1300423","PIPJ",2013,0,4,"initial"
"458","AMR1300423","PIPJ",2013,0,4,"initial"
"459","AMR1300423","PIPJ",2013,0,4,"initial"
"460","AMR1300423","PIPJ",2013,1,20,"initial"
"461","AMR1300423","PIPJ",2013,1,20,"initial"
"462","AMR1300423","PIPJ",2013,1,20,"initial"
"463","AMR1300423","PIPJ",2013,1,20,"initial"
"464","AMR1300423","PIPJ",2013,1,20,"initial"
"465","AMR1300423","PIPJ",2013,1,20,"initial"
"466","AMR1300423","PIPJ",2013,1,20,"initial"
"467","AMR1300423","PIPJ",2013,1,20,"initial"
"468","AMR1300423","PIPJ",2013,1,20,"initial"
"469","AMR1300423","PIPJ",2013,1,20,"initial"
"470","AMR1300423","PIPJ",2013,1,20,"initial"
"471","AMR1300423","PIPJ",2013,1,20,"initial"
"472","AMR1300423","PIPJ",2013,1,20,"initial"
"473","AMR1300423","PIPJ",2013,1,20,"initial"
"474","AMR1300423","PIPJ",2013,1,20,"initial"
"475","AMR1300423","PIPJ",2013,1,20,"initial"
"476","AMR1300423","PIPJ",2013,1,20,"initial"
"477","AMR1300423","PIPJ",2013,1,20,"initial"
"478","AMR1300423","PIPJ",2013,1,20,"initial"
"479","AMR1300423","PIPJ",2013,1,20,"initial"
"480","AMR1300423","PIPJ",2013,2,44,"initial"
"481","AMR1300423","PIPJ",2013,2,44,"initial"
"482","AMR1300423","PIPJ",2013,2,44,"initial"
"483","AMR1300423","PIPJ",2013,2,44,"initial"
"484","AMR1300423","PIPJ",2013,2,44,"initial"
"485","AMR1300423","PIPJ",2013,2,44,"initial"
"486","AMR1300423","PIPJ",2013,2,44,"initial"
"487","AMR1300423","PIPJ",2013,2,44,"initial"
"488","AMR1300423","PIPJ",2013,2,44,"initial"
"489","AMR1300423","PIPJ",2013,2,44,"initial"
"490","AMR1300423","PIPJ",2013,2,44,"initial"
"491","AMR1300423","PIPJ",2013,2,44,"initial"
"492","AMR1300423","PIPJ",2013,2,44,"initial"
"493","AMR1300423","PIPJ",2013,2,44,"initial"
"494","AMR1300423","PIPJ",2013,2,44,"initial"
"495","AMR1300423","PIPJ",2013,2,44,"initial"
"496","AMR1300423","PIPJ",2013,2,44,"initial"
"497","AMR1300423","PIPJ",2013,2,44,"initial"
"498","AMR1300423","PIPJ",2013,2,44,"initial"
"499","AMR1300423","PIPJ",2013,2,44,"initial"
"500","AMR1300423","PIPJ",2013,2,44,"initial"
"501","AMR1300423","PIPJ",2013,2,44,"initial"
"502","AMR1300423","PIPJ",2013,2,44,"initial"
"503","AMR1300423","PIPJ",2013,2,44,"initial"
"504","AMR1300423","PIPJ",2013,2,44,"initial"
"505","AMR1300423","PIPJ",2013,2,44,"initial"
"506","AMR1300423","PIPJ",2013,2,44,"initial"
"507","AMR1300423","PIPJ",2013,2,44,"initial"
"508","AMR1300423","PIPJ",2013,2,44,"initial"
"509","AMR1300423","PIPJ",2013,2,44,"initial"
"510","AMR1300423","PIPJ",2013,2,44,"initial"
"511","AMR1300423","PIPJ",2013,2,44,"initial"
"512","AMR1300423","PIPJ",2013,2,44,"initial"
"513","AMR1300423","PIPJ",2013,2,44,"initial"
"514","AMR1300423","PIPJ",2013,2,44,"initial"
"515","AMR1300423","PIPJ",2013,2,44,"initial"
"516","AMR1300423","PIPJ",2013,2,44,"initial"
"517","AMR1300423","PIPJ",2013,2,44,"initial"
"518","AMR1300423","PIPJ",2013,2,44,"initial"
"519","AMR1300423","PIPJ",2013,2,44,"initial"
"520","AMR1300423","PIPJ",2013,2,44,"initial"
"521","AMR1300423","PIPJ",2013,2,44,"initial"
"522","AMR1300423","PIPJ",2013,2,44,"initial"
"523","AMR1300423","PIPJ",2013,2,44,"initial"
"524","AMR1300423","PIPJ",2013,3,1,"initial"
"525","PNP1000008","LIDE",2010,7,1,"initial"
"526","PNP1000008","LIDE",2010,7,1,"initial"
"527","PNP1000008","LIDE",2010,6,1,"initial"
"528","PNP1000008","CONU",2010,6,1,"initial"
"529","PNP1000008","ARME",2010,7,1,"initial"
"530","PNP1000008","ARME",2010,5,1,"initial"
"531","PNP1000008","ARME",2010,5,1,"initial"
"532","ANG004","PICO",2009,0,1,"initial"
"533","ANG010","PICO",2009,0,1,"initial"
"534","ANG010","PICO",2009,1,1,"initial"
"535","ANG016","PIPJ",2009,0,4,"initial"
"536","ANG016","PIPJ",2009,0,4,"initial"
"537","ANG016","PIPJ",2009,0,4,"initial"
"538","ANG016","PIPJ",2009,0,4,"initial"
"539","ANG016","PIPJ",2009,2,4,"initial"
"540","ANG016","PIPJ",2009,2,4,"initial"
"541","ANG016","PIPJ",2009,2,4,"initial"
"542","ANG016","PIPJ",2009,2,4,"initial"
